This file was created using the 202206 Bloomberg database.

Missing data are indicated by -99.99.



,WML
20210730   ,-0.13
20210802   ,-0.03
20210803    ,0.53
20210804   ,-0.19
20210805   ,-0.28
20210806    ,0.04
20210809    ,0.00
20210810    ,0.37
20210811   ,-0.20
20210812    ,0.03
20210813   ,-0.08
20210816   ,-0.35
20210817   ,-0.75
20210818   ,-0.22
20210819   ,-2.02
20210820   ,-1.74
20210823    ,1.03
20210824    ,1.23
20210825    ,0.05
20210826    ,0.09
20210827    ,0.01
20210830    ,0.74
20210831    ,0.63
20210901    ,0.17
20210902    ,0.33
20210903    ,0.38
20210906    ,1.05
20210907    ,0.01
20210908    ,0.42
20210909    ,0.22
20210910    ,0.59
20210913    ,0.20
20210914    ,0.59
20210915    ,0.18
20210916   ,-0.32
20210917    ,0.02
20210920    ,0.00
20210921   ,-0.40
20210922   ,-0.38
20210923    ,0.00
20210924    ,0.64
20210927   ,-0.02
20210928    ,0.10
20210929   ,-0.17
20210930   ,-1.08
20211001   ,-0.30
20211004   ,-1.25
20211005    ,0.55
20211006   ,-0.30
20211007    ,0.15
20211008    ,0.40
20211011    ,0.73
20211012    ,0.77
20211013   ,-0.14
20211014    ,0.28
20211015    ,1.03
20211018    ,0.87
20211019    ,0.28
20211020   ,-0.80
20211021   ,-0.47
20211022    ,0.14
20211025    ,0.60
20211026    ,0.54
20211027    ,0.08
20211028   ,-0.14
20211029   ,-0.08
20211101    ,0.19
20211102    ,0.25
20211103    ,0.00
20211104    ,0.55
20211105   ,-0.65
20211108    ,0.62
20211109   ,-0.51
20211110    ,0.02
20211111    ,0.14
20211112    ,0.36
20211115    ,0.03
20211116    ,0.26
20211117    ,0.21
20211118   ,-0.06
20211119    ,0.36
20211122   ,-0.08
20211123    ,0.00
20211124    ,0.16
20211125    ,0.23
20211126   ,-0.01
20211129   ,-0.36
20211130    ,0.39
20211201    ,0.26
20211202   ,-0.57
20211203    ,0.71
20211206   ,-0.13
20211207   ,-0.09
20211208    ,0.20
20211209   ,-0.34
20211210   ,-0.55
20211213   ,-0.40
20211214   ,-0.28
20211215    ,0.55
20211216    ,0.32
20211217   ,-0.31
20211220   ,-0.91
20211221    ,0.05
20211222    ,0.57
20211223    ,0.96
20211224    ,0.61
20211227    ,0.62
20211228    ,0.07
20211229   ,-0.88
20211230    ,0.20
20211231    ,0.00
20220103    ,0.00
20220104    ,0.12
20220105    ,0.11
20220106   ,-0.56
20220107   ,-0.06
20220110    ,0.00
20220111   ,-0.33
20220112    ,0.25
20220113    ,0.67
20220114   ,-0.14
20220117   ,-0.06
20220118   ,-0.04
20220119   ,-0.95
20220120   ,-0.39
20220121   ,-1.00
20220124    ,0.07
20220125   ,-0.65
20220126    ,0.04
20220127   ,-0.09
20220128    ,0.21
20220131    ,0.58
20220201    ,0.05
20220202    ,0.27
20220203    ,0.29
20220204   ,-0.30
20220207   ,-0.11
20220208   ,-0.31
20220209    ,0.06
20220210   ,-0.48
20220211    ,0.00
20220214   ,-0.25
20220215   ,-0.94
20220216    ,0.25
20220217    ,0.05
20220218   ,-0.46
20220221    ,0.06
20220222   ,-0.62
20220223    ,0.00
20220224    ,0.87
20220225   ,-0.38
20220228   ,-0.11
20220301   ,-1.04
20220302   ,-0.09
20220303    ,0.83
20220304    ,0.09
20220307    ,0.14
20220308   ,-0.36
20220309    ,0.59
20220310    ,0.67
20220311    ,0.50
20220314    ,0.48
20220315    ,0.16
20220316    ,0.04
20220317   ,-0.87
20220318   ,-0.30
20220321    ,0.00
20220322    ,1.00
20220323   ,-0.78
20220324   ,-0.04
20220325   ,-0.22
20220328    ,0.80
20220329   ,-0.30
20220330   ,-0.88
20220331    ,0.15
20220401   ,-0.07
20220404   ,-0.91
20220405   ,-0.87
20220406    ,0.68
20220407    ,0.76
20220408   ,-0.49
20220411    ,1.33
20220412    ,0.69
20220413   ,-0.68
20220414    ,0.51
20220415    ,0.31
20220418    ,0.55
20220419    ,0.44
20220420    ,0.12
20220421   ,-0.46
20220422    ,0.31
20220425    ,0.40
20220426   ,-0.84
20220427   ,-0.13
20220428    ,0.29
20220429    ,0.01
20220502    ,0.03
20220503    ,0.00
20220504   ,-0.01
20220505    ,0.00
20220506    ,0.65
20220509    ,0.20
20220510   ,-1.66
20220511   ,-0.61
20220512    ,1.51
20220513   ,-1.20
20220516    ,0.10
20220517    ,0.20
20220518    ,0.37
20220519    ,0.54
20220520    ,0.00
20220523   ,-0.34
20220524    ,1.10
20220525    ,0.66
20220526    ,0.03
20220527   ,-0.07
20220530   ,-1.20
20220531   ,-0.27
20220601    ,0.02
20220602    ,0.42
20220603   ,-0.72
20220606    ,0.16
20220607    ,0.42
20220608   ,-0.55
20220609   ,-0.44
20220610    ,0.52
20220613    ,1.21
20220614    ,0.08
20220615   ,-0.12
20220616    ,0.61
20220617    ,0.13
20220620   ,-0.51
20220621   ,-0.06
20220622   ,-0.36
20220623   ,-0.81
20220624   ,-1.65
20220627   ,-0.48
20220628    ,0.76
20220629   ,-0.06
20220630   ,-0.23
